no,disclosure_date,security_code,security_name,kind,market_segment
379,202202041500,38340,株式会社 朝日ネット,四半期,プライム（内国株式）
380,202202041500,49670,小林製薬株式会社,通期,プライム（内国株式）
381,202202041500,69410,山一電機株式会社,四半期,プライム（内国株式）
382,202202041500,39290,Ｍ－ソーシャルワイヤ,四半期,グロース（内国株式）
383,202202041500,29110,旭松食品株式会社,四半期,スタンダード（内国株式）
384,202202041500,81440,株式会社 電響社,四半期,スタンダード（内国株式）
385,202202041500,31130,Ｏａｋ キャピタル株式会社,四半期,スタンダード（内国株式）
386,202202041500,78400,フランスベッドホールディングス株式会社,四半期,プライム（内国株式）
387,202202041500,81630,ＳＲＳホールディングス株式会社,四半期,プライム（内国株式）
388,202202041500,34230,株式会社 エスイー,四半期,スタンダード（内国株式）
389,202202041500,88810,日神グループホールディングス,四半期,プライム（内国株式）
390,202202041500,63710,株式会社 椿本チエイン,四半期,プライム（内国株式）
391,202202041500,69510,日本電子株式会社,四半期,プライム（内国株式）
392,202202041500,28150,アリアケジャパン株式会社,四半期,プライム（内国株式）
393,202202041500,40230,株式会社クレハ,四半期,プライム（内国株式）
394,202202041500,23760,（株）サイネックス,四半期,スタンダード（内国株式）
395,202202041500,90590,カンダホールディングス株式会社,四半期,スタンダード（内国株式）
396,202202041500,36900,Ｍ－イルグルム,四半期,グロース（内国株式）
397,202202041500,71920,日本モーゲージＳ,四半期,スタンダード（内国株式）
398,202202041500,43410,西菱電機株式会社,四半期,スタンダード（内国株式）
399,202202041500,23490,株式会社 エヌアイデイ,四半期,スタンダード（内国株式）
400,202202041500,64790,ミネベアミツミ株式会社,四半期,プライム（内国株式）
401,202202041500,18700,矢作建設工業株式会社,四半期,プライム（内国株式）
402,202202041500,45690,キョーリン製薬ホールディングス株式会社,四半期,プライム（内国株式）
403,202202041500,81180,株式会社 キング,四半期,スタンダード（内国株式）
404,202202041500,44910,コンピューターマネージメント株式会社,四半期,スタンダード（内国株式）
405,202202041500,69280,株式会社 エノモト,四半期,プライム（内国株式）
406,202202041500,96190,株式会社 イチネンホールディングス,四半期,プライム（内国株式）
407,202202041500,99020,株式会社 日伝,四半期,プライム（内国株式）
408,202202041500,73720,株式会社デコルテ・ホールディングス,四半期,グロース（内国株式）
409,202202041500,47920,山田コンサルティンググループ株式会社,四半期,プライム（内国株式）
410,202202041510,80450,横浜丸魚株式会社,四半期,スタンダード（内国株式）
411,202202041510,69290,日本セラミック株式会社,通期,プライム（内国株式）
412,202202041510,72980,八千代工業株式会社,四半期,スタンダード（内国株式）
413,202202041515,63270,北川精機株式会社,四半期,スタンダード（内国株式）
414,202202041520,85270,株式会社 愛知銀行,四半期,プライム（内国株式）
415,202202041520,94280,株式会社 クロップス,四半期,スタンダード（内国株式）
416,202202041530,27730,株式会社 ミューチュアル,四半期,スタンダード（内国株式）
417,202202041530,96410,サコス株式会社,四半期,スタンダード（内国株式）
418,202202041530,68220,大井電気,四半期,スタンダード（内国株式）
419,202202041530,68670,リーダー電子株式会社,四半期,スタンダード（内国株式）
420,202202041530,80180,三共生興株式会社,四半期,スタンダード（内国株式）
421,202202041530,82140,株式会社 ＡＯＫＩホールディングス,四半期,プライム（内国株式）
422,202202041530,85630,株式会社 大東銀行,四半期,スタンダード（内国株式）
423,202202041530,82300,株式会社 はせがわ,四半期,スタンダード（内国株式）
424,202202041530,72260,極東開発工業株式会社,四半期,プライム（内国株式）
425,202202041600,54510,株式会社 淀川製鋼所,四半期,プライム（内国株式）
426,202202041600,69430,ＮＫＫスイッチズ株式会社,四半期,スタンダード（内国株式）
427,202202041600,40640,日本カーバイド工業株式会社,四半期,プライム（内国株式）
428,202202041600,50090,富士興産株式会社,四半期,スタンダード（内国株式）
429,202202041600,49580,長谷川香料株式会社,四半期,プライム（内国株式）
430,202202041600,91300,共栄タンカ－株式会社,四半期,スタンダード（内国株式）
431,202202041600,59010,東洋製罐グループホールディングス株式会社,四半期,プライム（内国株式）
432,202202041630,28140,佐藤食品工業株式会社,四半期,スタンダード（内国株式）
433,202202041700,45540,富士製薬,四半期,プライム（内国株式）
434,202202071100,31030,ユニチカ株式会社,四半期,プライム（内国株式）
435,202202071130,93220,川西倉庫株式会社,四半期,スタンダード（内国株式）
436,202202071130,34010,帝人株式会社,四半期,プライム（内国株式）
437,202202071130,42030,住友ベークライト株式会社,四半期,プライム（内国株式）
438,202202071300,25990,ジャパンフーズ株式会社,四半期,スタンダード（内国株式）
439,202202071330,71050,三菱ロジスネクスト株式会社,四半期,スタンダード（内国株式）
440,202202071400,51920,三ツ星ベルト株式会社,四半期,プライム（内国株式）
441,202202071400,72460,プレス工業株式会社,四半期,プライム（内国株式）
442,202202071400,17260,株式会社ビーアールホールディングス,四半期,プライム（内国株式）
443,202202071400,90740,日本石油輸送株式会社,四半期,スタンダード（内国株式）
444,202202071400,80980,稲畑産業株式会社,四半期,プライム（内国株式）
445,202202071500,41890,ＫＨネオケム株式会社,通期,プライム（内国株式）
446,202202071500,65690,日総工産,四半期,プライム（内国株式）
447,202202071500,44180,Ｍ－ＪＤＳＣ,四半期,グロース（内国株式）
448,202202071500,56310,株式会社 日本製鋼所,四半期,プライム（内国株式）
449,202202071500,47460,株式会社東計電算,通期,スタンダード（内国株式）
450,202202071500,38370,アドソル日進株式会社,四半期,プライム（内国株式）
451,202202071500,36040,川本産業株式会社,四半期,スタンダード（内国株式）
452,202202071500,13330,マルハニチロ株式会社,四半期,プライム（内国株式）
453,202202071500,70180,内海造船株式会社,四半期,スタンダード（内国株式）
454,202202071500,80230,大興電子通信株式会社,四半期,スタンダード（内国株式）
455,202202071500,94320,日本電信電話株式会社,四半期,プライム（内国株式）
456,202202071500,18710,株式会社 ピーエス三菱,四半期,プライム（内国株式）
457,202202071500,82910,日産東京販売ホールディングス株式会社,四半期,プライム（内国株式）
458,202202071500,18280,田辺工業株式会社,四半期,スタンダード（内国株式）
459,202202071500,67690,ザインエレクトロニクス株式会社,通期,スタンダード（内国株式）
460,202202071500,27540,株式会社 東葛ホールディングス,四半期,スタンダード（内国株式）
461,202202071500,70040,日立造船株式会社,四半期,プライム（内国株式）
462,202202071500,39180,ＰＣＩホールディングス株式会社,四半期,プライム（内国株式）
463,202202071500,36860,ＤＬＥ,四半期,スタンダード（内国株式）
464,202202071510,60620,株式会社チャーム・ケア・コーポレーション,四半期,プライム（内国株式）
465,202202071515,71980,アルヒ株式会社,四半期,プライム（内国株式）
466,202202071530,47700,図研エルミック株式会社,四半期,スタンダード（内国株式）
467,202202071530,90480,名古屋鉄道株式会社,四半期,プライム（内国株式）
468,202202071530,97800,株式会社 ハリマビステム,四半期,スタンダード（内国株式）
469,202202071530,89450,サンネクスタグループ株式会社,四半期,プライム（内国株式）
470,202202071530,76090,ダイトロン株式会社,通期,プライム（内国株式）
471,202202071530,27840,アルフレッサ ホールディングス株式会社,四半期,プライム（内国株式）
472,202202071530,69190,ケル株式会社,四半期,スタンダード（内国株式）
473,202202071530,65440,Ｍ－ＪＥＳＨＤ,四半期,プライム（内国株式）
474,202202071530,38480,株式会社 データ・アプリケーション,四半期,スタンダード（内国株式）
475,202202071540,29020,太陽化学株式会社,四半期,#N/A
476,202202071545,72360,株式会社ティラド,四半期,プライム（内国株式）
477,202202071545,47480,株式会社構造計画研究所,四半期,スタンダード（内国株式）
478,202202071600,18670,株式会社 植木組,四半期,スタンダード（内国株式）
479,202202071600,67480,星和電機株式会社,通期,スタンダード（内国株式）
480,202202071600,47320,株式会社 ユー・エス・エス,四半期,プライム（内国株式）
481,202202071645,70890,Ｍ－フォースタ,四半期,グロース（内国株式）
482,202202071700,75020,株式会社プラザクリエイト本社,四半期,スタンダード（内国株式）
483,202202071700,24060,株式会社アルテ サロン ホールディングス,通期,スタンダード（内国株式）
484,202202071700,43100,株式会社 ドリームインキュベータ,四半期,プライム（内国株式）
485,202202071700,41120,保土谷化学工業株式会社,四半期,プライム（内国株式）
486,202202081200,46260,太陽ホールディングス株式会社,四半期,プライム（内国株式）
487,202202081200,78320,バンダイナムコ,四半期,プライム（内国株式）
488,202202081320,31060,クラボウ（倉敷紡績株式会社）,四半期,プライム（内国株式）
489,202202081330,93020,三井倉庫ホールディングス株式会社,四半期,プライム（内国株式）
490,202202081400,76430,株式会社ダイイチ,四半期,スタンダード（内国株式）
491,202202081400,46110,大日本塗料株式会社,四半期,プライム（内国株式）
492,202202081400,91190,飯野海,四半期,プライム（内国株式）
493,202202081500,60890,ウィルグループ,四半期,プライム（内国株式）
494,202202081500,69580,日本シイエムケイ株式会社,四半期,プライム（内国株式）
495,202202081500,77110,助川電気工業株式会社,四半期,スタンダード（内国株式）
496,202202081500,74720,株式会社 鳥羽洋行,四半期,スタンダード（内国株式）
497,202202081500,24610,株式会社ファンコミュニケーションズ,通期,プライム（内国株式）
498,202202081500,81170,中央自動車工業株式会社,四半期,スタンダード（内国株式）
499,202202081500,80850,ナラサキ産業株式会社,四半期,スタンダード（内国株式）
500,202202081500,72540,株式会社 ユニバンス,四半期,スタンダード（内国株式）
501,202202081500,67530,シャープ株式会社,四半期,プライム（内国株式）
502,202202081500,72150,株式会社ファルテック,四半期,スタンダード（内国株式）
503,202202081500,44640,株式会社 ソフト９９コーポレーション,四半期,スタンダード（内国株式）
504,202202081500,88600,フジ住宅株式会社,四半期,プライム（内国株式）
505,202202081500,52830,株式会社 高見澤,四半期,スタンダード（内国株式）
506,202202081500,75500,ゼンショーＨＤ,四半期,プライム（内国株式）
507,202202081500,20090,鳥越製粉株式会社,通期,スタンダード（内国株式）
508,202202081500,46130,関西ペイント株式会社,四半期,プライム（内国株式）
509,202202081500,68200,アイコム株式会社,四半期,プライム（内国株式）
510,202202081500,37120,情報企画,四半期,スタンダード（内国株式）
511,202202081500,55630,新日本電工株式会社,通期,プライム（内国株式）
512,202202081500,41020,丸尾カルシウム株式会社,四半期,スタンダード（内国株式）
513,202202081500,79060,ヨネックス株式会社,四半期,スタンダード（内国株式）
514,202202081500,71610,株式会社じもとホールディングス,四半期,スタンダード（内国株式）
515,202202081500,23740,セントケア・ホールディング株式会社,四半期,プライム（内国株式）
516,202202081500,81110,株式会社 ゴールドウイン,四半期,プライム（内国株式）
517,202202081500,45480,生化学工業株式会社,四半期,プライム（内国株式）
518,202202081500,26070,不二製油グループ本社株式会社,四半期,プライム（内国株式）
519,202202081500,90520,山陽電気鉄道株式会社,四半期,プライム（内国株式）
520,202202081500,18900,東洋建設株式会社,四半期,プライム（内国株式）
521,202202081520,64900,日本ピラー工業株式会社,四半期,プライム（内国株式）
522,202202081530,68410,横河電機,四半期,プライム（内国株式）
523,202202081530,21360,株式会社 ヒップ,四半期,スタンダード（内国株式）
524,202202081530,98850,株式会社 シャルレ,四半期,スタンダード（内国株式）
525,202202081530,54060,株式会社神戸製鋼所,四半期,プライム（内国株式）
526,202202081530,73260,ＳＢＩインシュアランスグループ株式会社,四半期,グロース（内国株式）
527,202202081530,59020,ホッカンホールディングス株式会社,四半期,プライム（内国株式）
528,202202081530,67300,株式会社アクセル,四半期,スタンダード（内国株式）
529,202202081540,72660,株式会社今仙電機製作所,四半期,プライム（内国株式）
530,202202081600,43510,株式会社山田債権回収管理総合事務所,通期,スタンダード（内国株式）
531,202202081600,82280,株式会社マルイチ産商,四半期,#N/A
532,202202081600,40920,日本化学工業株式会社,四半期,プライム（内国株式）
533,202202081610,46710,ファルコＨＤ,四半期,プライム（内国株式）
534,202202081620,17380,株式会社 ＮＩＴＴＯＨ,四半期,#N/A
535,202202081730,96310,株式会社東急レクリエーション,通期,スタンダード（内国株式）
536,202202081730,44850,株式会社ＪＴＯＷＥＲ,四半期,グロース（内国株式）
537,202202091130,37870,株式会社テクノマセマティカル,四半期,スタンダード（内国株式）
538,202202091230,30360,アルコニックス株式会社,四半期,プライム（内国株式）
539,202202091230,34020,東レ株式会社,四半期,プライム（内国株式）
540,202202091300,46240,イサム塗料株式会社,四半期,スタンダード（内国株式）
541,202202091300,80380,東都水産株式会社,四半期,スタンダード（内国株式）
542,202202091300,80370,カメイ株式会社,四半期,プライム（内国株式）
543,202202091300,79660,リンテック株式会社,四半期,プライム（内国株式）
544,202202091300,43960,株式会社システムサポート,四半期,プライム（内国株式）
545,202202091300,94410,株式会社 ベルパーク,通期,スタンダード（内国株式）
546,202202091300,49980,フマキラー株式会社,四半期,スタンダード（内国株式）
547,202202091315,90070,小田急電鉄株式会社,四半期,プライム（内国株式）
548,202202091400,63510,株式会社 鶴見製作所,四半期,プライム（内国株式）
549,202202091400,74380,コンドーテック株式会社,四半期,プライム（内国株式）
550,202202091400,95370,北陸瓦斯株式会社,四半期,スタンダード（内国株式）
551,202202091400,60130,タクマ,四半期,プライム（内国株式）
552,202202091400,19800,ダイダン株式会社,四半期,プライム（内国株式）
553,202202091400,80430,スターゼン株式会社,四半期,プライム（内国株式）
554,202202091400,22690,明治ホールディングス株式会社,四半期,プライム（内国株式）
555,202202091400,46250,アトミクス株式会社,四半期,スタンダード（内国株式）
556,202202091400,16620,石油資源開発株式会社,四半期,プライム（内国株式）
557,202202091500,81520,ソマール株式会社,四半期,スタンダード（内国株式）
558,202202091500,64630,TPR株式会社,四半期,プライム（内国株式）
559,202202091500,87400,株式会社 フジトミ,四半期,#N/A
560,202202091500,90250,鴻池運輸株式会社,四半期,プライム（内国株式）
561,202202091500,59470,リンナイ株式会社,四半期,プライム（内国株式）
562,202202091500,30850,アークランドサービスホールディングス株式会社,通期,プライム（内国株式）
563,202202091500,98670,ソレキア株式会社,四半期,スタンダード（内国株式）
564,202202091500,47810,日本ハウズイング株式会社,四半期,スタンダード（内国株式）
565,202202091500,94450,株式会社フォーバルテレコム,四半期,スタンダード（内国株式）
566,202202091500,18610,株式会社 熊谷組,四半期,プライム（内国株式）
567,202202091500,63160,株式会社 丸山製作所,四半期,スタンダード（内国株式）
568,202202091500,96160,株式会社 共立メンテナンス,四半期,プライム（内国株式）
569,202202091500,85150,アイフル株式会社,四半期,プライム（内国株式）
570,202202091500,90680,丸全昭和運輸,四半期,プライム（内国株式）
571,202202091500,57150,古河機械金属株式会社,四半期,プライム（内国株式）
572,202202091500,48120,株式会社電通国際情報サービス,通期,プライム（内国株式）
573,202202091500,57060,三井金属鉱業株式会社,四半期,プライム（内国株式）
574,202202091500,76160,コロワイド,四半期,プライム（内国株式）
575,202202091500,76280,株式会社 オーハシテクニカ,四半期,プライム（内国株式）
576,202202091500,34490,株式会社テクノフレックス,通期,スタンダード（内国株式）
577,202202091500,99190,株式会社 関西スーパーマーケット,四半期,スタンダード（内国株式）
578,202202091500,64810,ＴＨＫ株式会社,通期,プライム（内国株式）
579,202202091500,88350,太平洋興発株式会社,四半期,スタンダード（内国株式）
580,202202091500,82750,株式会社 フォーバル,四半期,プライム（内国株式）
581,202202091500,27020,日本マクドナルドホールディングス株式会社,通期,スタンダード（内国株式）
582,202202091500,38960,阿波製紙株式会社,四半期,スタンダード（内国株式）
583,202202091500,79520,株式会社河合楽器製作所,四半期,プライム（内国株式）
584,202202091500,82530,株式会社 クレディセゾン,四半期,プライム（内国株式）
585,202202091500,21200,株式会社LIFULL,四半期,プライム（内国株式）
586,202202091500,36680,コロプラ,四半期,プライム（内国株式）
587,202202091530,77160,株式会社 ナカニシ,通期,スタンダード（内国株式）
588,202202091530,69820,株式会社 リード,四半期,スタンダード（内国株式）
589,202202091530,46290,Ｊ－大伸化学,四半期,スタンダード（内国株式）
590,202202091530,24350,株式会社 シダー,四半期,スタンダード（内国株式）
591,202202091530,24290,株式会社 ワールドホールディングス,通期,プライム（内国株式）
592,202202091530,69650,浜松ホトニクス株式会社,四半期,プライム（内国株式）
593,202202091530,39700,Ｍ－イノベーション,四半期,グロース（内国株式）
594,202202091530,64180,日本金銭機械株式会社,四半期,プライム（内国株式）
595,202202091530,37390,コムシード株式会社,四半期,#N/A
596,202202091600,78220,永大産業株式会社,四半期,スタンダード（内国株式）
597,202202091600,68990,ＡＳＴＩ,四半期,スタンダード（内国株式）
598,202202091600,63030,株式会社ササクラ,四半期,スタンダード（内国株式）
599,202202091600,18480,株式会社富士ピー・エス,四半期,スタンダード（内国株式）
600,202202091600,35280,株式会社　みらいのべーと,四半期,スタンダード（内国株式）
601,202202091600,53560,美濃窯業株式会社,四半期,#N/A
602,202202091600,62840,日精エー・エス・ビー機械株式会社,四半期,プライム（内国株式）
603,202202091600,18660,北野建設株式会社,四半期,スタンダード（内国株式）
604,202202091600,48200,株式会社イーエムシステムズ,通期,プライム（内国株式）
605,202202091600,52770,株式会社スパンクリートコーポレーション,四半期,スタンダード（内国株式）
606,202202101100,34650,ケイアイスター不動産株式会社,四半期,プライム（内国株式）
607,202202101130,51870,クリエートメディック株式会社,通期,スタンダード（内国株式）
608,202202101130,62940,オカダアイヨン株式会社,四半期,プライム（内国株式）
609,202202101200,53550,日本ルツボ株式会社,四半期,スタンダード（内国株式）
610,202202101200,89120,株式会社 エリアクエスト,四半期,スタンダード（内国株式）
611,202202101230,81050,堀田丸正株式会社,四半期,スタンダード（内国株式）
612,202202101230,60990,株式会社エラン,通期,プライム（内国株式）
613,202202101230,59410,株式会社 中西製作所,四半期,スタンダード（内国株式）
614,202202101230,61410,ＤＭＧ森精機株式会社,通期,プライム（内国株式）
615,202202101230,99800,MRKホールディングス株式会社,四半期,スタンダード（内国株式）
616,202202101300,82810,ゼビオホールディングス株式会社,四半期,プライム（内国株式）
617,202202101300,50200,ＥＮＥＯＳホールディングス株式会社,四半期,プライム（内国株式）
618,202202101300,46190,日本特殊塗料株式会社,四半期,プライム（内国株式）
619,202202101300,23840,ＳＢＳホールディングス株式会社,通期,プライム（内国株式）
620,202202101330,72720,ヤマハ発動機株式会社,通期,プライム（内国株式）
621,202202101330,45780,大塚ＨＤ,通期,プライム（内国株式）
622,202202101400,65170,デンヨー株式会社,四半期,プライム（内国株式）
623,202202101400,25330,オエノンホールディングス株式会社,通期,プライム（内国株式）
624,202202101400,49900,昭和化,四半期,スタンダード（内国株式）
625,202202101400,46200,藤倉化成株式会社,四半期,プライム（内国株式）
626,202202101400,74900,日新商事株式会社,四半期,スタンダード（内国株式）
627,202202101400,49190,株式会社ミルボン,通期,プライム（内国株式）
628,202202101400,93650,トレーディア株式会社,四半期,スタンダード（内国株式）
629,202202101400,38780,株式会社 巴川製紙所,四半期,スタンダード（内国株式）
630,202202101400,29030,シノブフーズ株式会社,四半期,スタンダード（内国株式）
631,202202101400,42490,森六ホールディングス株式会社,四半期,プライム（内国株式）
632,202202101410,72450,大同メタル工業株式会社,四半期,プライム（内国株式）
633,202202101430,90850,北海道中央バス株式会社,四半期,#N/A
634,202202101500,98730,日本ＫＦＣホールディングス株式会社,四半期,スタンダード（内国株式）
635,202202101500,66980,Ｊ－ＶｉＳＣＯＴＥＣ,四半期,スタンダード（内国株式）
636,202202101500,30110,株式会社 バナーズ,四半期,スタンダード（内国株式）
637,202202101500,86000,トモニホールディングス株式会社,四半期,プライム（内国株式）
638,202202101500,62980,ワイエイシイホールディングス株式会社,四半期,プライム（内国株式）
639,202202101500,94070,株式会社ＲＫＢ毎日ホールディングス,四半期,#N/A
640,202202101500,51620,株式会社 朝日ラバー,四半期,スタンダード（内国株式）
641,202202101500,42370,フジプレアム株式会社,四半期,スタンダード（内国株式）
642,202202101500,94670,株式会社アルファポリス,四半期,グロース（内国株式）
643,202202101500,63800,オリエンタルチエン工業株式会社,四半期,スタンダード（内国株式）
644,202202101500,32710,株式会社 THEグローバル社,四半期,スタンダード（内国株式）
645,202202101500,39530,大村紙業株式会社,四半期,スタンダード（内国株式）
646,202202101500,59460,株式会社 長府製作所,通期,プライム（内国株式）
647,202202101500,93640,株式会社 上組,四半期,プライム（内国株式）
648,202202101500,44240,株式会社Amazia,四半期,グロース（内国株式）
649,202202101500,52880,アジアパイルホールディングス株式会社,四半期,プライム（内国株式）
650,202202101500,74130,株式会社 創健社,四半期,スタンダード（内国株式）
651,202202101500,23850,株式会社総医研ホールディングス,四半期,グロース（内国株式）
652,202202101500,75000,西川計測株式会社,四半期,スタンダード（内国株式）
653,202202101500,59850,サンコール株式会社,四半期,プライム（内国株式）
654,202202101500,39200,アイビーシー株式会社,四半期,スタンダード（内国株式）
655,202202101500,34610,Ｍ－パルマ,四半期,グロース（内国株式）
656,202202101500,40720,株式会社電算システムホールディングス,通期,プライム（内国株式）
657,202202101500,61250,株式会社 岡本工作機械製作所,四半期,スタンダード（内国株式）
658,202202101500,70660,Ｍ－ピアズ,四半期,グロース（内国株式）
659,202202101500,17700,藤田エンジニアリング株式会社,四半期,スタンダード（内国株式）
660,202202101500,67040,岩崎通信機株式会社,四半期,プライム（内国株式）
661,202202101500,98690,加藤産業株式会社,四半期,プライム（内国株式）
662,202202101500,19050,株式会社テノックス,四半期,スタンダード（内国株式）
663,202202101500,78330,株式会社 アイフィスジャパン,通期,スタンダード（内国株式）
664,202202101500,46280,エスケー化研株式会社,四半期,スタンダード（内国株式）
665,202202101500,66380,株式会社ミマキエンジニアリング,四半期,プライム（内国株式）
666,202202101500,65380,株式会社キャリアインデックス,四半期,プライム（内国株式）
667,202202101500,37530,株式会社 フライトホールディングス,四半期,スタンダード（内国株式）
668,202202101500,80410,ＯＵＧホールディングス株式会社,四半期,スタンダード（内国株式）
669,202202101500,28180,株式会社 ピエトロ,四半期,プライム（内国株式）
670,202202101500,29190,株式会社 マルタイ,四半期,#N/A
671,202202101500,45760,株式会社デ・ウエスタン・セラピテクス研究所,通期,グロース（内国株式）
672,202202101500,92560,株式会社サクシード,四半期,グロース（内国株式）
673,202202101500,69180,株式会社アバールデータ,四半期,スタンダード（内国株式）
674,202202101500,37980,ULSグループ株式会社,四半期,スタンダード（内国株式）
675,202202101500,34340,株式会社アルファ,四半期,スタンダード（内国株式）
676,202202101500,63550,住友精密工業,四半期,スタンダード（内国株式）
677,202202101500,29930,長栄,四半期,スタンダード（内国株式）
678,202202101500,70380,フロンティア・マネジメント株式会社,通期,プライム（内国株式）
679,202202101500,66270,株式会社テラプローブ,通期,スタンダード（内国株式）
680,202202101500,19610,三機工業株式会社,四半期,プライム（内国株式）
681,202202101500,90410,近鉄グループホールディングス株式会社,四半期,プライム（内国株式）
682,202202101500,76860,株式会社カクヤスグループ,四半期,スタンダード（内国株式）
683,202202101500,90630,岡山県貨物運送株式会社,四半期,スタンダード（内国株式）
684,202202101500,17430,コーアツ工業株式会社,四半期,スタンダード（内国株式）
685,202202101500,78130,株式会社プラッツ,四半期,グロース（内国株式）
686,202202101500,47720,株式会社 ストリームメディアコーポレーション,通期,グロース（内国株式）
687,202202101500,36960,株式会社セレス,通期,プライム（内国株式）
688,202202101500,46620,株式会社 フォーカスシステムズ,四半期,プライム（内国株式）
689,202202101500,21500,株式会社 ケアネット,通期,グロース（内国株式）
690,202202101500,39970,Ｊ－トレードワークス,通期,スタンダード（内国株式）
691,202202101500,79120,大日本印刷株式会社,四半期,プライム（内国株式）
692,202202101500,53020,日本カーボン株式会社,通期,プライム（内国株式）
693,202202101500,81530,株式会社モスフードサービス,四半期,プライム（内国株式）
694,202202101500,64980,株式会社 キッツ,通期,プライム（内国株式）
695,202202101500,61940,Ｍ－アトラエ,四半期,プライム（内国株式）
696,202202101500,97350,セコム株式会社,四半期,プライム（内国株式）
697,202202101500,94700,株式会社 学研ホールディングス,四半期,プライム（内国株式）
698,202202101500,24890,株式会社アドウェイズ,通期,プライム（内国株式）
699,202202101500,46800,株式会社ラウンドワン,四半期,プライム（内国株式）
700,202202101500,74140,小野建株式会社,四半期,プライム（内国株式）
701,202202101500,79630,興研株式会社,通期,スタンダード（内国株式）
702,202202101500,23290,株式会社 東北新社,四半期,スタンダード（内国株式）
703,202202101500,43900,株式会社アイ・ピー・エス,四半期,プライム（内国株式）
704,202202101500,39620,株式会社チェンジ,四半期,プライム（内国株式）
705,202202101500,36520,株式会社ディジタルメディアプロフェッショナル,四半期,グロース（内国株式）
706,202202101500,34820,ロードスターキャピタル株式会社,通期,プライム（内国株式）
707,202202101500,78870,南海プライウッド株式会社,四半期,スタンダード（内国株式）
708,202202101500,39050,データセクション株式会社,四半期,グロース（内国株式）
709,202202101500,37960,株式会社いい生活,四半期,スタンダード（内国株式）
710,202202101500,64850,前澤給装工業株式会社,四半期,プライム（内国株式）
711,202202101500,76180,株式会社 ピーシーデポコーポレーション,四半期,プライム（内国株式）
712,202202101500,14140,ショーボンドホールディングス株式会社,四半期,プライム（内国株式）
713,202202101500,73180,セレンディップ・ホールディングス株式会社,四半期,グロース（内国株式）
714,202202101500,69930,大黒屋ホールディングス株式会社,四半期,スタンダード（内国株式）
715,202202101500,73200,Ｍ－日本リビング保証,四半期,グロース（内国株式）
716,202202101500,68690,シスメックス株式会社,四半期,プライム（内国株式）
717,202202101500,73610,株式会社ヒューマンクリエイションホールディングス,四半期,グロース（内国株式）
718,202202101500,49780,リプロセル,四半期,グロース（内国株式）
719,202202101500,68710,株式会社 日本マイクロニクス,通期,プライム（内国株式）
720,202202101500,40280,石原産業株式会社,四半期,プライム（内国株式）
721,202202101500,65840,三櫻工業株式会社,四半期,プライム（内国株式）
722,202202101500,24640,株式会社 ビジネス・ブレークスルー,四半期,プライム（内国株式）
723,202202101500,42650,Ｍ－ＩＧＳ,四半期,グロース（内国株式）
724,202202101500,89280,穴吹興産株式会社,四半期,スタンダード（内国株式）
725,202202101500,99940,株式会社やまや,四半期,スタンダード（内国株式）
726,202202101500,39340,株式会社　ベネフィットジャパン,四半期,プライム（内国株式）
727,202202101500,92330,アジア航測株式会社,四半期,スタンダード（内国株式）
728,202202101510,62580,平田機工株式会社,四半期,プライム（内国株式）
729,202202101510,76380,株式会社 ＮＥＷ ＡＲＴ ＨＯＬＤＩＮＧＳ,四半期,スタンダード（内国株式）
730,202202101510,47690,株式会社 インフォメーションクリエーティブ,四半期,スタンダード（内国株式）
731,202202101510,94080,新潟放送,四半期,スタンダード（内国株式）
732,202202101510,66140,Ｊ－シキノハイテック,四半期,スタンダード（内国株式）
733,202202101515,37410,株式会社 セック,四半期,プライム（内国株式）
734,202202101515,66370,寺崎電気産業株式会社,四半期,スタンダード（内国株式）
735,202202101515,41770,株式会社ｉ‐ｐｌｕｇ,四半期,グロース（内国株式）
736,202202101520,90760,セイノーホールディングス株式会社,四半期,プライム（内国株式）
737,202202101520,48880,Ｍ－ステラファーマ,四半期,グロース（内国株式）
738,202202101530,25310,宝ホールディングス株式会社,四半期,プライム（内国株式）
739,202202101530,69040,原田工業株式会社,四半期,プライム（内国株式）
740,202202101530,31230,サイボー株式会社,四半期,スタンダード（内国株式）
741,202202101530,98500,株式会社グルメ杵屋,四半期,プライム（内国株式）
742,202202101530,67850,株式会社 鈴木,四半期,プライム（内国株式）
743,202202101530,21620,ｎｍｓ ホールディングス株式会社,四半期,スタンダード（内国株式）
744,202202101530,65500,Unipos株式会社,四半期,グロース（内国株式）
745,202202101530,71330,ＨＹＵＧＡ　ＰＲＩＭＡＲＹ　ＣＡＲＥ株式会社,四半期,グロース（内国株式）
746,202202101530,77430,株式会社 シード,四半期,プライム（内国株式）
747,202202101530,42840,株式会社ソルクシーズ,通期,プライム（内国株式）
748,202202101530,66750,サクサホールディングス,四半期,プライム（内国株式）
749,202202101530,36250,テックファームホールディングス株式会社,四半期,グロース（内国株式）
750,202202101530,44760,Ｍ－ＡＩ　ＣＲＯＳＳ,通期,グロース（内国株式）
751,202202101530,81040,クワザワホールディングス株式会社,四半期,スタンダード（内国株式）
752,202202101530,44170,グローバルセキュリティエキスパート株式会社,四半期,グロース（内国株式）
753,202202101530,45650,そーせいグループ株式会社,通期,グロース（内国株式）
754,202202101530,71570,Ｍ－ライフネット生命,四半期,グロース（内国株式）
755,202202101530,23510,株式会社　ＡＳＪ,四半期,グロース（内国株式）
